player,source_team,target_team,transfer,source_n90,target_n90,stat,stat_label,metric_group,metric_order,unit,carry_forward,context_prediction,actual,actual_change,predicted_change,carry_raw_abs_error,model_raw_abs_error,scale,carry_scaled_error,model_scaled_error,scaled_error_improvement,model_better_stat,model_outcome,metric_carry_error,metric_model_error,metric_gain_pct,player_carry_error_43,player_model_error_43,player_gain_pct_43,player_stat_win_rate_43,cohort_movers,cohort_carry_error_43,cohort_model_error_43,cohort_gain_pct_43,default_player
Alexis Claude-Maurice,Nice,Augsburg,Nice → Augsburg,5.6,23.4,int,Interceptions /90,Defending,8,per 90,0.892857142857,1.084701859,0.641025641026,-0.251831501832,0.191844716148,0.251831501832,0.443676217979,0.508340965481,0.495398795163,0.872792570552,-0.377393775388,0,Carry-forward better,0.560451506495,0.686682941429,-22.5231681012,0.695493249663,0.519342847978,25.3274063797,0.627906976744,255,0.542554694382,0.500315163656,7.78530370535,0
Cedric Zesiger,Wolfsburg,Augsburg,Wolfsburg → Augsburg,18.2,13.6,int,Interceptions /90,Defending,8,per 90,0.824175824176,1.29323147483,1.54411764706,0.719941822883,0.469055650655,0.719941822883,0.250886172228,0.508340965481,1.41625773205,0.493539158291,0.922718573764,1,Context model better,0.560451506495,0.686682941429,-22.5231681012,0.537796176791,0.451506826271,16.0449914381,0.488372093023,255,0.542554694382,0.500315163656,7.78530370535,0
Chrislain Matsima,Clermont Foot,Augsburg,Clermont Foot → Augsburg,13.1,28.3,int,Interceptions /90,Defending,8,per 90,0.992366412214,1.28027341903,1.83745583039,0.845089418175,0.287907006818,0.845089418175,0.557182411357,0.508340965481,1.66244602651,1.09608009032,0.566365936189,1,Context model better,0.560451506495,0.686682941429,-22.5231681012,0.444404580694,0.428015076268,3.68796928247,0.53488372093,255,0.542554694382,0.500315163656,7.78530370535,0
Frank Onyeka,Brentford,Augsburg,Brentford → Augsburg,12.9,28.7,int,Interceptions /90,Defending,8,per 90,1.78294573643,1.61799396107,1.2543554007,-0.528590335737,-0.164951775362,0.528590335737,0.363638560376,0.508340965481,1.03983422866,0.715343804786,0.324490423874,1,Context model better,0.560451506495,0.686682941429,-22.5231681012,0.517501388102,0.336705715965,34.9362680552,0.790697674419,255,0.542554694382,0.500315163656,7.78530370535,0
Keven Schlotterbeck,Bochum,Augsburg,Bochum → Augsburg,24.3,14.4,int,Interceptions /90,Defending,8,per 90,1.35802469136,1.44304435998,1.04166666667,-0.316358024691,0.0850196686191,0.316358024691,0.40137769331,0.508340965481,0.622334311365,0.789583607393,-0.167249296028,0,Carry-forward better,0.560451506495,0.686682941429,-22.5231681012,0.496085627975,0.426182727794,14.0908940392,0.697674418605,255,0.542554694382,0.500315163656,7.78530370535,0
Marius Wolf,Dortmund,Augsburg,Dortmund → Augsburg,13,23.8,int,Interceptions /90,Defending,8,per 90,0.615384615385,0.951841932752,1.00840336134,0.39301874596,0.336457317368,0.39301874596,0.0565614285923,0.508340965481,0.773140023425,0.111266713551,0.661873309874,1,Context model better,0.560451506495,0.686682941429,-22.5231681012,0.610824035245,0.55467821821,9.19181528472,0.488372093023,255,0.542554694382,0.500315163656,7.78530370535,0
João Palhinha,Fulham,Bayern Munich,Fulham → Bayern Munich,30,7.5,int,Interceptions /90,Defending,8,per 90,1.53333333333,1.58607485751,0.533333333333,-1,0.0527415241754,1,1.05274152418,0.508340965481,1.96718357934,2.07093583965,-0.103752260307,0,Carry-forward better,0.560451506495,0.686682941429,-22.5231681012,0.991425438466,0.681406821703,31.2699881135,0.697674418605,255,0.542554694382,0.500315163656,7.78530370535,0
Josip Stanišić,Leverkusen,Bayern Munich,Leverkusen → Bayern Munich,14,9.7,int,Interceptions /90,Defending,8,per 90,0.642857142857,1.0938458104,0.618556701031,-0.0243004418262,0.450988667541,0.0243004418262,0.475289109368,0.508340965481,0.0478034301312,0.934980931387,-0.887177501255,0,Carry-forward better,0.560451506495,0.686682941429,-22.5231681012,0.681185162966,0.644120291211,5.4412329819,0.558139534884,255,0.542554694382,0.500315163656,7.78530370535,0
Michael Olise,Crystal Palace,Bayern Munich,Crystal Palace → Bayern Munich,14.2,25.9,int,Interceptions /90,Defending,8,per 90,0.774647887324,0.82588639095,0.30888030888,-0.465767578444,0.0512385036263,0.465767578444,0.51700608207,0.508340965481,0.916250332103,1.01704587507,-0.100795542964,0,Carry-forward better,0.560451506495,0.686682941429,-22.5231681012,0.639177539146,0.704031464832,-10.1464650608,0.488372093023,255,0.542554694382,0.500315163656,7.78530370535,0
Ibrahima Sissoko,Strasbourg,Bochum,Strasbourg → Bochum,18.2,29,int,Interceptions /90,Defending,8,per 90,1.04395604396,1.44096260255,1.24137931034,0.197423266389,0.397006558594,0.197423266389,0.199583292205,0.508340965481,0.388367807819,0.392616975136,-0.00424916731623,0,Carry-forward better,0.560451506495,0.686682941429,-22.5231681012,0.424193690168,0.311703180199,26.5186664904,0.604651162791,255,0.542554694382,0.500315163656,7.78530370535,0
Tom Krauß,Mainz 05,Bochum,Mainz 05 → Bochum,15,12,int,Interceptions /90,Defending,8,per 90,1.13333333333,1.58911707414,0.916666666667,-0.216666666667,0.455783740807,0.216666666667,0.672450407474,0.508340965481,0.426223108857,1.3228333995,-0.896610290645,0,Carry-forward better,0.560451506495,0.686682941429,-22.5231681012,0.698830583216,0.579560172277,17.0671424239,0.697674418605,255,0.542554694382,0.500315163656,7.78530370535,0
Maximilian Beier,Hoffenheim,Dortmund,Hoffenheim → Dortmund,26.9,17.7,int,Interceptions /90,Defending,8,per 90,0.334572490706,0.432398831667,0.395480225989,0.0609077352824,0.0978263409608,0.0609077352824,0.0369186056784,0.508340965481,0.119816696702,0.0726256748627,0.0471910218395,1,Context model better,0.560451506495,0.686682941429,-22.5231681012,0.450578322268,0.411734092984,8.62097161896,0.627906976744,255,0.542554694382,0.500315163656,7.78530370535,0
Pascal Groß,Brighton,Dortmund,Brighton → Dortmund,34.6,25.9,int,Interceptions /90,Defending,8,per 90,0.635838150289,0.921237157867,0.34749034749,-0.288347802799,0.285399007578,0.288347802799,0.573746810377,0.508340965481,0.567233062804,1.12866530407,-0.561432241267,0,Carry-forward better,0.560451506495,0.686682941429,-22.5231681012,0.685366420919,0.568485424667,17.0537967259,0.651162790698,255,0.542554694382,0.500315163656,7.78530370535,0
Serhou Guirassy,Stuttgart,Dortmund,Stuttgart → Dortmund,24.5,28.9,int,Interceptions /90,Defending,8,per 90,0.244897959184,0.403637825595,0.138408304498,-0.106489654685,0.158739866411,0.106489654685,0.265229521096,0.508340965481,0.209484700067,0.521755158657,-0.31227045859,0,Carry-forward better,0.560451506495,0.686682941429,-22.5231681012,0.428403312441,0.479167502386,-11.8496259182,0.348837209302,255,0.542554694382,0.500315163656,7.78530370535,0
Waldemar Anton,Stuttgart,Dortmund,Stuttgart → Dortmund,32.1,21.7,int,Interceptions /90,Defending,8,per 90,1.246105919,1.36463753911,1.38248847926,0.13638256026,0.118531620107,0.13638256026,0.0178509401522,0.508340965481,0.268289533051,0.0351160763431,0.233173456708,1,Context model better,0.560451506495,0.686682941429,-22.5231681012,0.354118854101,0.337443951254,4.7088435575,0.511627906977,255,0.542554694382,0.500315163656,7.78530370535,0
Yan Couto,Girona,Dortmund,Girona → Dortmund,24.9,9.9,int,Interceptions /90,Defending,8,per 90,0.401606425703,0.718031595391,1.0101010101,0.608494584398,0.316425169689,0.608494584398,0.29206941471,0.508340965481,1.19702055454,0.574554156644,0.622466397901,1,Context model better,0.560451506495,0.686682941429,-22.5231681012,0.947754797739,0.892106759652,5.87156490475,0.604651162791,255,0.542554694382,0.500315163656,7.78530370535,0
Arthur Theate,Rennes,Eint Frankfurt,Rennes → Eint Frankfurt,25.5,30,int,Interceptions /90,Defending,8,per 90,1.21568627451,1.45891631294,1.3,0.0843137254902,0.243230038432,0.0843137254902,0.158916312942,0.508340965481,0.165860576297,0.312617561309,-0.146756985012,0,Carry-forward better,0.560451506495,0.686682941429,-22.5231681012,0.422221081797,0.406304694585,3.76968083731,0.511627906977,255,0.542554694382,0.500315163656,7.78530370535,0
Rasmus Kristensen,Roma,Eint Frankfurt,Roma → Eint Frankfurt,19.4,27.9,int,Interceptions /90,Defending,8,per 90,0.412371134021,0.860339672019,0.716845878136,0.304474744116,0.447968537999,0.304474744116,0.143493793883,0.508340965481,0.598957716948,0.282278635064,0.316679081884,1,Context model better,0.560451506495,0.686682941429,-22.5231681012,0.514498435892,0.438114768249,14.8462390387,0.53488372093,255,0.542554694382,0.500315163656,7.78530370535,0
Eren Dinkçi,Heidenheim,Freiburg,Heidenheim → Freiburg,29.4,13.3,int,Interceptions /90,Defending,8,per 90,0.408163265306,0.686454912805,0.526315789474,0.118152524168,0.278291647499,0.118152524168,0.160139123331,0.508340965481,0.2324277054,0.315023053827,-0.0825953484267,0,Carry-forward better,0.560451506495,0.686682941429,-22.5231681012,0.341987950141,0.404991764521,-18.4228170478,0.348837209302,255,0.542554694382,0.500315163656,7.78530370535,0
Patrick Osterhage,Bochum,Freiburg,Bochum → Freiburg,20.7,25.2,int,Interceptions /90,Defending,8,per 90,1.30434782609,1.47089304559,0.714285714286,-0.590062111801,0.1665452195,0.590062111801,0.756607331301,0.508340965481,1.16076049713,1.48838551814,-0.327625021018,0,Carry-forward better,0.560451506495,0.686682941429,-22.5231681012,0.356077886441,0.432941126229,-21.5860750453,0.372093023256,255,0.542554694382,0.500315163656,7.78530370535,0
Kevin Stöger,Bochum,Gladbach,Bochum → Gladbach,29.6,17.2,int,Interceptions /90,Defending,8,per 90,0.641891891892,0.898498322482,0.93023255814,0.288340666248,0.256606430591,0.288340666248,0.0317342356571,0.508340965481,0.567219023898,0.0624270672874,0.504791956611,1,Context model better,0.560451506495,0.686682941429,-22.5231681012,0.58728110006,0.560598922203,4.54334012363,0.488372093023,255,0.542554694382,0.500315163656,7.78530370535,0
Tim Kleindienst,Heidenheim,Gladbach,Heidenheim → Gladbach,31.9,30.4,int,Interceptions /90,Defending,8,per 90,0.376175548589,0.574740706755,0.394736842105,0.0185612935159,0.198565158165,0.0185612935159,0.180003864649,0.508340965481,0.0365134718158,0.354100646756,-0.31758717494,0,Carry-forward better,0.560451506495,0.686682941429,-22.5231681012,0.342638727448,0.320716571942,6.39803786043,0.53488372093,255,0.542554694382,0.500315163656,7.78530370535,1
Mathias Honsak,Darmstadt 98,Heidenheim,Darmstadt 98 → Heidenheim,11.3,13.1,int,Interceptions /90,Defending,8,per 90,0.70796460177,0.894393168842,0.763358778626,0.055394176856,0.186428567073,0.055394176856,0.131034390216,0.508340965481,0.108970515102,0.257768700763,-0.14879818566,0,Carry-forward better,0.560451506495,0.686682941429,-22.5231681012,0.397098321482,0.413359229983,-4.09493256994,0.53488372093,255,0.542554694382,0.500315163656,7.78530370535,0
Niklas Dorsch,Augsburg,Heidenheim,Augsburg → Heidenheim,15.4,14.8,int,Interceptions /90,Defending,8,per 90,1.03896103896,1.40636340331,1.14864864865,0.109687609688,0.367402364345,0.109687609688,0.257714754657,0.508340965481,0.215775664634,0.506972233514,-0.29119656888,0,Carry-forward better,0.560451506495,0.686682941429,-22.5231681012,0.636114303161,0.52266625259,17.8345385425,0.674418604651,255,0.542554694382,0.500315163656,7.78530370535,0
Adam Hložek,Leverkusen,Hoffenheim,Leverkusen → Hoffenheim,5.1,20.8,int,Interceptions /90,Defending,8,per 90,0.392156862745,0.609566259098,0.192307692308,-0.199849170437,0.217409396353,0.199849170437,0.41725856679,0.508340965481,0.393140006429,0.820824200928,-0.427684194499,0,Carry-forward better,0.560451506495,0.686682941429,-22.5231681012,0.478735180138,0.401093757665,16.2180315328,0.53488372093,255,0.542554694382,0.500315163656,7.78530370535,0
Gift Orban,Lyon,Hoffenheim,Lyon → Hoffenheim,5.3,7.6,int,Interceptions /90,Defending,8,per 90,0.188679245283,0.452377859046,0,-0.188679245283,0.263698613763,0.188679245283,0.452377859046,0.508340965481,0.371166713083,0.889910295971,-0.518743582888,0,Carry-forward better,0.560451506495,0.686682941429,-22.5231681012,0.561022035208,0.515893067337,8.04406334137,0.348837209302,255,0.542554694382,0.500315163656,7.78530370535,0
Valentin Gendrey,Lecce,Hoffenheim,Lecce → Hoffenheim,33.8,15.7,int,Interceptions /90,Defending,8,per 90,1.03550295858,1.30144053208,0.955414012739,-0.080088945841,0.265937573498,0.080088945841,0.346026519339,0.508340965481,0.157549659145,0.680697686859,-0.523148027714,0,Carry-forward better,0.560451506495,0.686682941429,-22.5231681012,0.302993283076,0.367652016608,-21.3399890833,0.511627906977,255,0.542554694382,0.500315163656,7.78530370535,0
Aleix García,Girona,Leverkusen,Girona → Leverkusen,35.5,16.2,int,Interceptions /90,Defending,8,per 90,1.01408450704,1.21425280041,0.679012345679,-0.335072161363,0.200168293366,0.335072161363,0.535240454729,0.508340965481,0.659148453727,1.05291623354,-0.393767779814,0,Carry-forward better,0.560451506495,0.686682941429,-22.5231681012,0.448598802654,0.585553752972,-30.5294952879,0.325581395349,255,0.542554694382,0.500315163656,7.78530370535,0
Martin Terrier,Rennes,Leverkusen,Rennes → Leverkusen,17,6.5,int,Interceptions /90,Defending,8,per 90,0.529411764706,0.725673006191,0.153846153846,-0.37556561086,0.196261241485,0.37556561086,0.571826852345,0.508340965481,0.738806502648,1.12488839416,-0.38608189151,0,Carry-forward better,0.560451506495,0.686682941429,-22.5231681012,0.507632129897,0.496928505769,2.10853953028,0.558139534884,255,0.542554694382,0.500315163656,7.78530370535,0
Nordi Mukiele,Paris S-G,Leverkusen,Paris S-G → Leverkusen,8.8,10,int,Interceptions /90,Defending,8,per 90,1.59090909091,1.58492499861,1.6,0.00909090909091,-0.00598409229778,0.00909090909091,0.0150750013887,0.508340965481,0.0178834870849,0.0296552951903,-0.0117718081054,0,Carry-forward better,0.560451506495,0.686682941429,-22.5231681012,0.796771381929,0.656892865385,17.5556652406,0.674418604651,255,0.542554694382,0.500315163656,7.78530370535,0
Moritz Jenz,Wolfsburg,Mainz 05,Wolfsburg → Mainz 05,19.4,17.8,int,Interceptions /90,Defending,8,per 90,1.34020618557,1.62993841863,1.68539325843,0.34518707286,0.289732233067,0.34518707286,0.055454839793,0.508340965481,0.67904634153,0.109089850236,0.569956491295,1,Context model better,0.560451506495,0.686682941429,-22.5231681012,0.429880836336,0.423746811017,1.42691294896,0.488372093023,255,0.542554694382,0.500315163656,7.78530370535,0
Ridle Baku,Wolfsburg,RB Leipzig,Wolfsburg → RB Leipzig,22.4,14.2,int,Interceptions /90,Defending,8,per 90,0.9375,1.14522960498,0.633802816901,-0.303697183099,0.207729604981,0.303697183099,0.51142678808,0.508340965481,0.597428111683,1.00607037954,-0.408642267861,0,Carry-forward better,0.560451506495,0.686682941429,-22.5231681012,0.364665600937,0.474449076172,-30.1052457247,0.255813953488,255,0.542554694382,0.500315163656,7.78530370535,0
Ermedin Demirović,Augsburg,Stuttgart,Augsburg → Stuttgart,31.9,20.6,int,Interceptions /90,Defending,8,per 90,0.344827586207,0.621264895019,0.145631067961,-0.199196518246,0.276437308813,0.199196518246,0.475633827058,0.508340965481,0.391856119754,0.935659054367,-0.543802934613,0,Carry-forward better,0.560451506495,0.686682941429,-22.5231681012,0.322120231173,0.362360340127,-12.492263776,0.418604651163,255,0.542554694382,0.500315163656,7.78530370535,0
Julian Chabot,Köln,Stuttgart,Köln → Stuttgart,30,25.2,int,Interceptions /90,Defending,8,per 90,1.5,1.61398675651,1.50793650794,0.00793650793651,0.11398675651,0.00793650793651,0.106050248574,0.508340965481,0.01561256809,0.208620307579,-0.193007739489,0,Carry-forward better,0.560451506495,0.686682941429,-22.5231681012,0.641389228935,0.492377128641,23.2327101192,0.651162790698,255,0.542554694382,0.500315163656,7.78530370535,0
Nick Woltemade,Werder Bremen,Stuttgart,Werder Bremen → Stuttgart,13.2,18,int,Interceptions /90,Defending,8,per 90,0.378787878788,0.609724215561,0.0555555555556,-0.323232323232,0.230936336773,0.323232323232,0.554168660005,0.508340965481,0.635857318574,1.09015148815,-0.454294169573,0,Carry-forward better,0.560451506495,0.686682941429,-22.5231681012,0.75579071399,0.649584528054,14.0523274459,0.488372093023,255,0.542554694382,0.500315163656,7.78530370535,0
Jeong Woo-yeong,Stuttgart,Union Berlin,Stuttgart → Union Berlin,7,14,int,Interceptions /90,Defending,8,per 90,1,1.09992623593,0.785714285714,-0.214285714286,0.0999262359268,0.214285714286,0.314211950213,0.508340965481,0.42153933843,0.61811258889,-0.19657325046,0,Carry-forward better,0.560451506495,0.686682941429,-22.5231681012,0.679101583512,0.564463934796,16.8807806519,0.651162790698,255,0.542554694382,0.500315163656,7.78530370535,0
Jordan Pefok,Gladbach,Union Berlin,Gladbach → Union Berlin,15.8,10.1,int,Interceptions /90,Defending,8,per 90,0.316455696203,0.561686208698,0.39603960396,0.0795839077579,0.245230512496,0.0795839077579,0.165646604738,0.508340965481,0.156556156521,0.325857280814,-0.169301124293,0,Carry-forward better,0.560451506495,0.686682941429,-22.5231681012,0.330930517824,0.354894860656,-7.24150283553,0.372093023256,255,0.542554694382,0.500315163656,7.78530370535,0
Kevin Vogt,Hoffenheim,Union Berlin,Hoffenheim → Union Berlin,14.7,15.2,int,Interceptions /90,Defending,8,per 90,0.612244897959,1.22754207686,0.592105263158,-0.0201396348013,0.615297178903,0.0201396348013,0.635436813704,0.508340965481,0.039618358875,1.25002086563,-1.21040250675,0,Carry-forward better,0.560451506495,0.686682941429,-22.5231681012,0.364290875215,0.445465387337,-22.2828837187,0.372093023256,255,0.542554694382,0.500315163656,7.78530370535,0
Robert Skov,Hoffenheim,Union Berlin,Hoffenheim → Union Berlin,14,9.5,int,Interceptions /90,Defending,8,per 90,0.714285714286,0.990713951752,0.842105263158,0.127819548872,0.276428237466,0.127819548872,0.148608688594,0.508340965481,0.25144451766,0.292340571949,-0.0408960542896,0,Carry-forward better,0.560451506495,0.686682941429,-22.5231681012,0.417402384668,0.377696927049,9.51251336308,0.651162790698,255,0.542554694382,0.500315163656,7.78530370535,0
Tim Skarke,Darmstadt 98,Union Berlin,Darmstadt 98 → Union Berlin,26.7,12.9,int,Interceptions /90,Defending,8,per 90,0.224719101124,0.597687221343,0.387596899225,0.162877798101,0.37296812022,0.162877798101,0.210090322118,0.508340965481,0.320410529864,0.413286231849,-0.0928757019856,0,Carry-forward better,0.560451506495,0.686682941429,-22.5231681012,0.37034938874,0.422071171284,-13.9656724478,0.395348837209,255,0.542554694382,0.500315163656,7.78530370535,0
Carles Aleñá,Getafe,Alavés,Getafe → Alavés,11.3,12.1,int,Interceptions /90,Defending,8,per 90,0.353982300885,0.76969976474,0.165289256198,-0.188693044687,0.415717463855,0.188693044687,0.604410508541,0.508340965481,0.371193859043,1.18898642758,-0.817792568539,0,Carry-forward better,0.560451506495,0.686682941429,-22.5231681012,0.570337694172,0.579362147609,-1.58230001788,0.418604651163,255,0.542554694382,0.500315163656,7.78530370535,0
Manu Sánchez,Celta Vigo,Alavés,Celta Vigo → Alavés,19.7,29.3,int,Interceptions /90,Defending,8,per 90,0.964467005076,1.24193732157,1.02389078498,0.0594237799068,0.277470316495,0.0594237799068,0.218046536589,0.508340965481,0.116897484055,0.428937566309,-0.312040082254,0,Carry-forward better,0.560451506495,0.686682941429,-22.5231681012,0.432637084009,0.458359631205,-5.945525279,0.395348837209,255,0.542554694382,0.500315163656,7.78530370535,0
Moussa Diarra,Toulouse,Alavés,Toulouse → Alavés,15.5,20.7,int,Interceptions /90,Defending,8,per 90,1.29032258065,1.54281878217,1.01449275362,-0.275829827022,0.252496201525,0.275829827022,0.528326028547,0.508340965481,0.542607906409,1.03931428789,-0.496706381485,0,Carry-forward better,0.560451506495,0.686682941429,-22.5231681012,0.529216756346,0.435398626348,17.7277323276,0.511627906977,255,0.542554694382,0.500315163656,7.78530370535,0
Andoni Gorosabel,Alavés,Athletic Club,Alavés → Athletic Club,31.7,16.5,int,Interceptions /90,Defending,8,per 90,0.883280757098,1.1525750513,1.09090909091,0.207628333811,0.269294294205,0.207628333811,0.0616659603934,0.508340965481,0.408443048879,0.12130826469,0.287134784189,1,Context model better,0.560451506495,0.686682941429,-22.5231681012,0.503852134555,0.499446421708,0.874405910874,0.488372093023,255,0.542554694382,0.500315163656,7.78530370535,0
Unai Núñez,Celta Vigo,Athletic Club,Celta Vigo → Athletic Club,31.1,7.2,int,Interceptions /90,Defending,8,per 90,1.67202572347,1.58559603121,2.36111111111,0.689085387638,-0.0864296922654,0.689085387638,0.775515079904,0.508340965481,1.35555745932,1.52558053072,-0.170023071392,0,Carry-forward better,0.560451506495,0.686682941429,-22.5231681012,0.473628017967,0.511113143642,-7.91446541431,0.395348837209,255,0.542554694382,0.500315163656,7.78530370535,0
Alexander Sørloth,Villarreal,Atlético Madrid,Villarreal → Atlético Madrid,27.7,17.4,int,Interceptions /90,Defending,8,per 90,0,0.316208891124,0.0574712643678,0.0574712643678,0.316208891124,0.0574712643678,0.258737626757,0.508340965481,0.113056527548,0.508984410713,-0.395927883164,0,Carry-forward better,0.560451506495,0.686682941429,-22.5231681012,0.421457035211,0.378197724253,10.2642279862,0.674418604651,255,0.542554694382,0.500315163656,7.78530370535,0
Clément Lenglet,Aston Villa,Atlético Madrid,Aston Villa → Atlético Madrid,12.8,21.9,int,Interceptions /90,Defending,8,per 90,0.546875,1.03755411073,1.00456621005,0.457691210046,0.490679110727,0.457691210046,0.0329879006811,0.508340965481,0.90036263281,0.0648932565368,0.835469376273,1,Context model better,0.560451506495,0.686682941429,-22.5231681012,0.461473337092,0.338419007954,26.6655338993,0.581395348837,255,0.542554694382,0.500315163656,7.78530370535,0
Conor Gallagher,Chelsea,Atlético Madrid,Chelsea → Atlético Madrid,34.8,18.1,int,Interceptions /90,Defending,8,per 90,1.23563218391,1.32493244253,1.10497237569,-0.130659808217,0.089300258619,0.130659808217,0.219960066836,0.508340965481,0.257031829205,0.432701831591,-0.175670002386,0,Carry-forward better,0.560451506495,0.686682941429,-22.5231681012,0.419241497877,0.428923856696,-2.3094943771,0.558139534884,255,0.542554694382,0.500315163656,7.78530370535,0
Giuliano Simeone,Alavés,Atlético Madrid,Alavés → Atlético Madrid,7,21.4,int,Interceptions /90,Defending,8,per 90,0.714285714286,0.961297843618,0.654205607477,-0.0600801068091,0.247012129332,0.0600801068091,0.307092236141,0.508340965481,0.11818859956,0.604106804279,-0.48591820472,0,Carry-forward better,0.560451506495,0.686682941429,-22.5231681012,0.517351590654,0.405644922426,21.5920217983,0.674418604651,255,0.542554694382,0.500315163656,7.78530370535,0
Javi Galán,Real Sociedad,Atlético Madrid,Real Sociedad → Atlético Madrid,11.9,19.8,int,Interceptions /90,Defending,8,per 90,1.17647058824,1.33116761721,0.606060606061,-0.570409982175,0.154697028978,0.570409982175,0.725107011153,0.508340965481,1.12210115042,1.4264186056,-0.304317455179,0,Carry-forward better,0.560451506495,0.686682941429,-22.5231681012,0.654247374388,0.636380425883,2.73091634812,0.46511627907,255,0.542554694382,0.500315163656,7.78530370535,0
Julián Álvarez,Manchester City,Atlético Madrid,Manchester City → Atlético Madrid,29.4,27.9,int,Interceptions /90,Defending,8,per 90,0.0680272108844,0.403695470626,0.0716845878136,0.00365737692927,0.335668259741,0.00365737692927,0.332010882812,0.508340965481,0.00719473183871,0.653126356829,-0.645931624991,0,Carry-forward better,0.560451506495,0.686682941429,-22.5231681012,0.402700159657,0.42211979763,-4.82235666099,0.348837209302,255,0.542554694382,0.500315163656,7.78530370535,0
Robin Le Normand,Real Sociedad,Atlético Madrid,Real Sociedad → Atlético Madrid,27.4,23.9,int,Interceptions /90,Defending,8,per 90,1.02189781022,1.20694621238,0.418410041841,-0.603487768378,0.185048402164,0.603487768378,0.788536170542,0.508340965481,1.18717122828,1.5511954064,-0.364024178119,0,Carry-forward better,0.560451506495,0.686682941429,-22.5231681012,0.428550901505,0.435886141508,-1.71163798212,0.511627906977,255,0.542554694382,0.500315163656,7.78530370535,0
Dani Olmo,RB Leipzig,Barcelona,RB Leipzig → Barcelona,16.1,13.5,int,Interceptions /90,Defending,8,per 90,0.807453416149,0.790630383344,0.222222222222,-0.585231193927,-0.0168230328046,0.585231193927,0.568408161122,0.508340965481,1.15125719481,1.11816320092,0.033093993888,1,Context model better,0.560451506495,0.686682941429,-22.5231681012,0.520103064953,0.507553952774,2.41281257991,0.627906976744,255,0.542554694382,0.500315163656,7.78530370535,0
Eric García,Girona,Barcelona,Girona → Barcelona,29.3,17.4,int,Interceptions /90,Defending,8,per 90,1.02389078498,1.39082398255,0.804597701149,-0.219293083834,0.366933197571,0.219293083834,0.586226281405,0.508340965481,0.43138975358,1.15321471456,-0.721824960976,0,Carry-forward better,0.560451506495,0.686682941429,-22.5231681012,0.502975586357,0.513588135036,-2.10995304078,0.441860465116,255,0.542554694382,0.500315163656,7.78530370535,0
Antony,Manchester Utd,Betis,Manchester Utd → Betis,14.7,15.1,int,Interceptions /90,Defending,8,per 90,0.816326530612,0.86184876275,0.662251655629,-0.154074874983,0.0455222321378,0.154074874983,0.199597107121,0.508340965481,0.303093564055,0.392644151612,-0.0895505875564,0,Carry-forward better,0.560451506495,0.686682941429,-22.5231681012,0.891411259981,0.722694737122,18.9269005714,0.627906976744,255,0.542554694382,0.500315163656,7.78530370535,0
Diego Llorente,Roma,Betis,Roma → Betis,24.1,28,int,Interceptions /90,Defending,8,per 90,0.912863070539,1.24263677566,1.53571428571,0.622851215175,0.329773705122,0.622851215175,0.293077510053,0.508340965481,1.22526268286,0.576537265249,0.648725417614,1,Context model better,0.560451506495,0.686682941429,-22.5231681012,0.422591611353,0.313031162222,25.9258457073,0.581395348837,255,0.542554694382,0.500315163656,7.78530370535,0
Ezequiel Ávila,Osasuna,Betis,Osasuna → Betis,9.6,7.5,int,Interceptions /90,Defending,8,per 90,0.416666666667,0.568510345115,0.266666666667,-0.15,0.151843678449,0.15,0.301843678449,0.508340965481,0.295077536901,0.593781927772,-0.298704390871,0,Carry-forward better,0.560451506495,0.686682941429,-22.5231681012,0.682275473431,0.578405880518,15.2239963121,0.53488372093,255,0.542554694382,0.500315163656,7.78530370535,0
Giovani Lo Celso,Tottenham,Betis,Tottenham → Betis,5.6,16.2,int,Interceptions /90,Defending,8,per 90,0.892857142857,1.14266154151,0.308641975309,-0.584215167549,0.249804398653,0.584215167549,0.834019566202,0.508340965481,1.1492584844,1.64066959548,-0.491411111077,0,Carry-forward better,0.560451506495,0.686682941429,-22.5231681012,1.19570748664,0.856211013185,28.3929370058,0.697674418605,255,0.542554694382,0.500315163656,7.78530370535,0
Natan,Napoli,Betis,Napoli → Betis,10.6,24.2,int,Interceptions /90,Defending,8,per 90,0.754716981132,1.0365061944,1.15702479339,0.402307812256,0.281789213267,0.402307812256,0.120518598989,0.508340965481,0.79141332211,0.237082208937,0.554331113173,1,Context model better,0.560451506495,0.686682941429,-22.5231681012,0.457738812981,0.370339349343,19.0937410504,0.651162790698,255,0.542554694382,0.500315163656,7.78530370535,0
Ricardo Rodríguez,Torino,Betis,Torino → Betis,30.8,14.2,int,Interceptions /90,Defending,8,per 90,0.779220779221,1.1005981818,0.56338028169,-0.215840497531,0.321377402576,0.215840497531,0.537217900106,0.508340965481,0.424597882499,1.05680623162,-0.632208349118,0,Carry-forward better,0.560451506495,0.686682941429,-22.5231681012,0.441156570213,0.504711897544,-14.4065240375,0.441860465116,255,0.542554694382,0.500315163656,7.78530370535,0
